scrip_code,isin,symbol,nse_symbol,company,group,market_cap_cr,market_cap_category,market_cap_date,macro_sector,sector,industry,basic_industry,primary_index,added_date,last_updated
540716,INE765G01017,ICICIGI,ICICIGI,ICICI Lombard General Insurance Company Limited,A,91838.85,Mid Cap,2026-03-13,Financial Services,Financial Services,Insurance,General Insurance,NIFTY FINANCIAL SERVICES,2026-03-13,2026-03-13
540719,INE123W01016,SBILIFE,SBILIFE,SBI Life Insurance Company Limited,A,191124.85,Large Cap,2026-03-13,Financial Services,Financial Services,Insurance,Life Insurance,NIFTY FINANCIAL SERVICES,2026-03-13,2026-03-13
540743,INE850D01014,GODREJAGRO,GODREJAGRO,Godrej Agrovet Limited,A,11070.46,Small Cap,2026-03-13,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Animal Feed,NIFTY 500,2026-03-13,2026-03-13
540750,INE022Q01020,IEX,IEX,Indian Energy Exchange Limited,A,11031.17,Small Cap,2026-03-13,Financial Services,Financial Services,Capital Markets,Exchange and Data Platform,NIFTY FINANCIAL SERVICES,2026-03-13,2026-03-13
540755,INE481Y01014,GICRE,GICRE,General Insurance Corporation of India,A,64211.04,Mid Cap,2026-03-13,Financial Services,Financial Services,Insurance,General Insurance,NIFTY FINANCIAL SERVICES,2026-03-13,2026-03-13
540762,INE974X01010,TIINDIA,TIINDIA,Tube Investments of India Ltd,A,48135.59,Mid Cap,2026-03-13,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,NIFTY 500,2026-03-13,2026-03-13
540767,INE298J01013,NAM-INDIA,NAM-INDIA,NIPPON LIFE INDIA ASSET MANAGEMENT LIMITED,A,53026.4,Mid Cap,2026-03-13,Financial Services,Financial Services,Capital Markets,Asset Management Company,-,2026-03-13,2026-03-13
540769,INE470Y01017,NIACL,NIACL,The New India Assurance Company Limited,A,22552.88,Small Cap,2026-03-13,Financial Services,Financial Services,Insurance,General Insurance,NIFTY FINANCIAL SERVICES,2026-03-13,2026-03-13
540777,INE795G01014,HDFCLIFE,HDFCLIFE,HDFC LIFE INSURANCE COMPANY LIMITED,A,137450.92,Large Cap,2026-03-13,Financial Services,Financial Services,Insurance,Life Insurance,NIFTY FINANCIAL SERVICES,2026-03-13,2026-03-13
540879,INE713T01028,APOLLO,APOLLO,Apollo Micro Systems Limited,A,7373.12,Micro Cap,2026-03-13,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense,NIFTY 500,2026-03-13,2026-03-13
540900,INE619B01017,NEWGEN,NEWGEN,Newgen Software Technologies Limited,A,6252.02,Micro Cap,2026-03-13,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,NIFTY IT,2026-03-13,2026-03-13
540902,INE371P01015,AMBER,AMBER,Amber Enterprises India Limited,A,23332.43,Small Cap,2026-03-13,Consumer Discretionary,Consumer Durables,Consumer Durables,Household Appliances,NIFTY 500,2026-03-13,2026-03-13
540935,INE600K01018,GALAXYSURF,GALAXYSURF,Galaxy Surfactants Limited,A,6431.49,Micro Cap,2026-03-13,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,NIFTY 500,2026-03-13,2026-03-13
540975,INE914M01019,ASTERDM,ASTERDM,Aster DM Healthcare Limited,A,34752.97,Mid Cap,2026-03-13,Healthcare,Healthcare,Healthcare Services,Hospital,NIFTY PHARMA,2026-03-13,2026-03-13
541143,INE171Z01026,BDL,BDL,Bharat Dynamics Limited,A,48045.35,Mid Cap,2026-03-13,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense,NIFTY INFRASTRUCTURE,2026-03-13,2026-03-13
541153,INE545U01014,BANDHANBNK,BANDHANBNK,Bandhan Bank Limited,A,28328.93,Small Cap,2026-03-13,Financial Services,Financial Services,Banks,Private Sector Bank,NIFTY BANK,2026-03-13,2026-03-13
541154,INE066F01020,HAL,HAL,Hindustan Aeronautics Limited,A,262617.91,Large Cap,2026-03-13,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense,NIFTY 500,2026-03-13,2026-03-13
541195,INE099Z01011,MIDHANI,MIDHANI,Mishra Dhatu Nigam Limited,A,6022.98,Micro Cap,2026-03-13,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense,NIFTY METAL,2026-03-13,2026-03-13
541233,INE970X01018,LEMONTREE,LEMONTREE,Lemon Tree Hotels Limited,A,8120.53,Micro Cap,2026-03-13,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts,NIFTY SERVICES SECTOR,2026-03-13,2026-03-13
541450,INE364U01010,ADANIGREEN,ADANIGREEN,Adani Green Energy Limited,A,140339.41,Large Cap,2026-03-13,Utilities,Power,Power,Power Generation,NIFTY 500,2026-03-13,2026-03-13
541556,INE320J01015,RITES,RITES,RITES Limited,A,9467.89,Micro Cap,2026-03-13,Industrials,Construction,Construction,Civil Construction,NIFTY INFRASTRUCTURE,2026-03-13,2026-03-13
541557,INE686Y01026,FINEORG,FINEORG,Fine Organic Industries Limited,A,13122.47,Small Cap,2026-03-13,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,NIFTY 500,2026-03-13,2026-03-13
541578,INE665L01035,VARROC,VARROC,Varroc Engineering Limited,A,7352.85,Micro Cap,2026-03-13,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,NIFTY AUTO,2026-03-13,2026-03-13
541729,INE127D01025,HDFCAMC,HDFCAMC,HDFC Asset Management Company Limited,A,102163.84,Large Cap,2026-03-13,Financial Services,Financial Services,Capital Markets,Asset Management Company,NIFTY FINANCIAL SERVICES,2026-03-13,2026-03-13
541770,INE741K01010,CREDITACC,CREDITACC,CreditAccess Grameen Ltd.,A,18496.95,Small Cap,2026-03-13,Financial Services,Financial Services,Finance,Microfinance Institutions,NIFTY FINANCIAL SERVICES,2026-03-13,2026-03-13
541956,INE962Y01021,IRCON,IRCON,IRCON International Ltd,A,12645.23,Small Cap,2026-03-13,Industrials,Construction,Construction,Civil Construction,NIFTY INFRASTRUCTURE,2026-03-13,2026-03-13
541967,INE01IU01018,SKYGOLD,SKYGOLD,Sky Gold And Diamonds Limited,A,5242.48,Micro Cap,2026-03-13,Consumer Discretionary,Consumer Durables,Consumer Durables,Gems Jewellery And Watches,-,2026-03-13,2026-03-13
541974,INE00VM01036,MANORAMA,MANORAMA,Manorama Industries Limited,A,7655.83,Micro Cap,2026-03-13,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Other Food Products,-,2026-03-13,2026-03-13
541988,INE216P01012,AAVAS,AAVAS,AAVAS Financiers Limited,A,9186.26,Micro Cap,2026-03-13,Financial Services,Financial Services,Finance,Housing Finance Company,NIFTY FINANCIAL SERVICES,2026-03-13,2026-03-13
542011,INE382Z01011,GRSE,GRSE,Garden Reach Shipbuilders & Engineers Limited,A,27171.73,Small Cap,2026-03-13,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense,NIFTY 500,2026-03-13,2026-03-13
542066,INE399L01023,ATGL,ATGL,ADANI TOTAL GAS LIMITED,A,67753.8,Mid Cap,2026-03-13,Energy,Oil Gas & Consumable Fuels,Gas,LPG/CNG/PNG/LNG Supplier,-,2026-03-13,2026-03-13
542141,INE285K01026,TECHNOE,TECHNOE,Techno Electric & Engineering Company Limited,A,12668.51,Small Cap,2026-03-13,Industrials,Construction,Construction,Civil Construction,NIFTY INFRASTRUCTURE,2026-03-13,2026-03-13
542216,INE00R701025,DALBHARAT,DALBHARAT,DALMIA BHARAT LIMITED,A,34843.19,Mid Cap,2026-03-13,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,NIFTY COMMODITIES,2026-03-13,2026-03-13
542323,INE542W01025,KPIGREEN,KPIGREEN,KPI Green Energy Limited,A,8014.02,Micro Cap,2026-03-13,Utilities,Power,Power,Power Generation,-,2026-03-13,2026-03-13
542399,INE427F01016,CHALET,CHALET,Chalet Hotels Limited,A,16535.49,Small Cap,2026-03-13,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts,NIFTY SERVICES SECTOR,2026-03-13,2026-03-13
542460,INE294Z01018,ANUP,ANUP,The Anup Engineering Ltd,A,3197.02,Micro Cap,2026-03-13,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,NIFTY INFRASTRUCTURE,2026-03-13,2026-03-13
542484,INE955V01021,ARVINDFASN,ARVINDFASN,Arvind Fashions Limited,A,5166.14,Micro Cap,2026-03-13,Consumer Discretionary,Consumer Services,Retailing,Speciality Retail,NIFTY 500,2026-03-13,2026-03-13
542649,INE415G01027,RVNL,RVNL,Rail Vikas Nigam Limited,A,57484.0,Mid Cap,2026-03-13,Industrials,Construction,Construction,Civil Construction,-,2026-03-13,2026-03-13
542650,INE112L01020,METROPOLIS,METROPOLIS,Metropolis Healthcare Limited,A,9371.22,Micro Cap,2026-03-13,Healthcare,Healthcare,Healthcare Services,Healthcare Service Provider,-,2026-03-13,2026-03-13
542651,INE04I401011,KPITTECH,KPITTECH,KPIT Technologies Ltd,A,17993.43,Small Cap,2026-03-13,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,-,2026-03-13,2026-03-13
542652,INE455K01017,POLYCAB,POLYCAB,Polycab India Limited,A,108291.71,Large Cap,2026-03-13,Industrials,Capital Goods,Industrial Products,Cables - Electricals,-,2026-03-13,2026-03-13
542726,INE933S01016,INDIAMART,INDIAMART,IndiaMART InterMESH Limited,A,12714.74,Small Cap,2026-03-13,Consumer Discretionary,Consumer Services,Retailing,Internet & Catalogue Retail,-,2026-03-13,2026-03-13
542752,INE00WC01027,AFFLE,AFFLE,AFFLE 3I LIMITED,A,18751.7,Small Cap,2026-03-13,Information Technology,Information Technology,IT - Services,IT Enabled Services,-,2026-03-13,2026-03-13
542760,INE00M201021,SWSOLAR,SWSOLAR,STERLING AND WILSON RENEWABLE ENERGY LIMITED,A,4040.1,Micro Cap,2026-03-13,Industrials,Construction,Construction,Civil Construction,-,2026-03-13,2026-03-13
542772,INE466L01038,360ONE,360ONE,360 ONE WAM LIMITED,A,41876.36,Mid Cap,2026-03-13,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied,-,2026-03-13,2026-03-13
542773,INE489L01022,IIFLCAPS,IIFLCAPS,IIFL CAPITAL SERVICES LIMITED,A,8974.95,Micro Cap,2026-03-13,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied,-,2026-03-13,2026-03-13
542812,INE09N301011,FLUOROCHEM,FLUOROCHEM,Gujarat Fluorochemicals Limited,A,34709.3,Mid Cap,2026-03-13,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,-,2026-03-13,2026-03-13
542830,INE335Y01020,IRCTC,IRCTC,Indian Railway Catering & Tourism Corporation Ltd,A,42252.0,Mid Cap,2026-03-13,Consumer Discretionary,Consumer Services,Leisure Services,Tour Travel Related Services,-,2026-03-13,2026-03-13
542867,INE679A01013,CSBBANK,CSBBANK,CSB Bank Limited,A,5854.28,Micro Cap,2026-03-13,Financial Services,Financial Services,Banks,Private Sector Bank,-,2026-03-13,2026-03-13
542904,INE551W01018,UJJIVANSFB,UJJIVANSFB,Ujjivan Small Finance Bank Limited,A,10102.11,Micro Cap,2026-03-13,Financial Services,Financial Services,Banks,Other Bank,-,2026-03-13,2026-03-13
542920,INE258G01013,SUMICHEM,SUMICHEM,SUMITOMO CHEMICAL INDIA LIMITED,A,19117.28,Small Cap,2026-03-13,Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,-,2026-03-13,2026-03-13
543064,INE03QK01018,COHANCE,COHANCE,Cohance Lifesciences Limited,A,10895.51,Small Cap,2026-03-13,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,-,2026-03-13,2026-03-13
543066,INE018E01016,SBICARD,SBICARD,SBI CARDS AND PAYMENT SERVICES LIMITED,A,66721.06,Mid Cap,2026-03-13,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),-,2026-03-13,2026-03-13
543187,INE07Y701011,POWERINDIA,POWERINDIA,HITACHI ENERGY INDIA LIMITED,A,110039.58,Large Cap,2026-03-13,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,-,2026-03-13,2026-03-13
543220,INE027H01010,MAXHEALTH,MAXHEALTH,Max Healthcare Institute Limited,A,97503.9,Mid Cap,2026-03-13,Healthcare,Healthcare,Healthcare Services,Hospital,-,2026-03-13,2026-03-13
543227,INE419U01012,HAPPSTMNDS,HAPPSTMNDS,Happiest Minds Technologies Limited,A,6069.67,Micro Cap,2026-03-13,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,-,2026-03-13,2026-03-13
543232,INE596I01020,CAMS,CAMS,Computer Age Management Services Limited,A,16208.18,Small Cap,2026-03-13,Financial Services,Financial Services,Capital Markets,Depositories Clearing Houses and Other Intermediaries,-,2026-03-13,2026-03-13
543235,INE732I01021,ANGELONE,ANGELONE,ANGEL ONE LIMITED,A,19131.07,Small Cap,2026-03-13,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied,-,2026-03-13,2026-03-13
543237,INE249Z01020,MAZDOCK,MAZDOCK,Mazagon Dock Shipbuilders Limited,A,95742.24,Mid Cap,2026-03-13,Industrials,Capital Goods,Industrial Manufacturing,Ship Building & Allied Services,-,2026-03-13,2026-03-13
543238,INE094J01016,UTIAMC,UTIAMC,UTI Asset Management Company Limited,A,12389.33,Small Cap,2026-03-13,Financial Services,Financial Services,Capital Markets,Asset Management Company,-,2026-03-13,2026-03-13
543243,INE063P01018,EQUITASBNK,EQUITASBNK,Equitas Small Finance Bank Limited,A,6422.93,Micro Cap,2026-03-13,Financial Services,Financial Services,Banks,Other Bank,-,2026-03-13,2026-03-13
543245,INE068V01023,GLAND,GLAND,Gland Pharma Limited,A,26690.54,Small Cap,2026-03-13,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,-,2026-03-13,2026-03-13
543248,INE07T201019,RBA,RBA,Restaurant Brands Asia Limited,A,3545.86,Micro Cap,2026-03-13,Consumer Discretionary,Consumer Services,Leisure Services,Restaurants,-,2026-03-13,2026-03-13
543253,INE495P01020,BECTORFOOD,BECTORFOOD,Mrs. Bectors Food Specialities Limited,A,5574.95,Micro Cap,2026-03-13,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods,-,2026-03-13,2026-03-13
543257,INE053F01010,IRFC,IRFC,Indian Railway Finance Corporation,A,128136.7,Large Cap,2026-03-13,Financial Services,Financial Services,Finance,Financial Institution,-,2026-03-13,2026-03-13
543259,INE481N01025,HOMEFIRST,HOMEFIRST,Home First Finance Company India Limited,A,10349.02,Small Cap,2026-03-13,Financial Services,Financial Services,Finance,Housing Finance Company,-,2026-03-13,2026-03-13
543265,INE0DD101019,RAILTEL,RAILTEL,RailTel Corporation of India Limited,A,9000.72,Micro Cap,2026-03-13,Telecommunication,Telecommunication,Telecom - Services,Other Telecom Services,-,2026-03-13,2026-03-13
543270,INE864I01014,MTARTECH,MTARTECH,MTAR Technologies Limited,A,10709.41,Small Cap,2026-03-13,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense,-,2026-03-13,2026-03-13
543271,INE0BY001018,JUBLINGREA,JUBLINGREA,Jubilant Ingrevia Limited,A,8959.56,Micro Cap,2026-03-13,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,-,2026-03-13,2026-03-13
543272,INE07O001026,EASEMYTRIP,EASEMYTRIP,Easy Trip Planners Limited,A,2607.62,Micro Cap,2026-03-13,Consumer Discretionary,Consumer Services,Leisure Services,Tour Travel Related Services,-,2026-03-13,2026-03-13
543275,INE930P01018,ANURAS,ANURAS,Anupam Rasayan India Limited,A,14352.29,Small Cap,2026-03-13,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,-,2026-03-13,2026-03-13
543276,INE00LO01017,CRAFTSMAN,CRAFTSMAN,Craftsman Automation Limited,A,16645.47,Small Cap,2026-03-13,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,-,2026-03-13,2026-03-13
543277,INE576O01020,LXCHEM,LXCHEM,Laxmi Organic Industries Limited,A,3298.06,Micro Cap,2026-03-13,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,-,2026-03-13,2026-03-13
543278,INE303R01014,KALYANKJIL,KALYANKJIL,Kalyan Jewellers India Limited,A,38993.34,Mid Cap,2026-03-13,Consumer Discretionary,Consumer Durables,Consumer Durables,Gems Jewellery And Watches,-,2026-03-13,2026-03-13
543280,INE418L01047,NAZARA,NAZARA,Nazara Technologies Limited,A,8852.26,Micro Cap,2026-03-13,Consumer Discretionary,Media Entertainment & Publication,Entertainment,Digital Entertainment,-,2026-03-13,2026-03-13
543287,INE670K01029,LODHA,LODHA,Lodha Developers Limited,A,86104.5,Mid Cap,2026-03-13,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,-,2026-03-13,2026-03-13
543299,INE810G01011,SHYAMMETL,SHYAMMETL,Shyam Metalics and Energy Limited,A,21572.71,Small Cap,2026-03-13,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,-,2026-03-13,2026-03-13
543300,INE073K01018,SONACOMS,SONACOMS,Sona BLW Precision Forgings Limited,A,31216.71,Mid Cap,2026-03-13,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,-,2026-03-13,2026-03-13
543306,INE021O01019,DODLA,DODLA,Dodla Dairy Limited,A,5936.26,Micro Cap,2026-03-13,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Dairy Products,-,2026-03-13,2026-03-13
543308,INE967H01025,KIMS,KIMS,Krishna Institute of Medical Sciences Limited,A,26049.04,Small Cap,2026-03-13,Healthcare,Healthcare,Healthcare Services,Hospital,-,2026-03-13,2026-03-13
543317,INE201P01022,GRINFRA,GRINFRA,G R Infraprojects Limited,A,8905.36,Micro Cap,2026-03-13,Industrials,Construction,Construction,Civil Construction,-,2026-03-13,2026-03-13
543318,INE227W01023,CLEAN,CLEAN,Clean Science and Technology Limited,A,7632.25,Micro Cap,2026-03-13,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,-,2026-03-13,2026-03-13
543320,INE758T01015,ETERNAL,ETERNAL,Eternal Limited,A,209798.62,Large Cap,2026-03-13,Consumer Discretionary,Consumer Services,Retailing,E-Retail/ E-Commerce,-,2026-03-13,2026-03-13
543322,INE03Q201024,ALIVUS,ALIVUS,ALIVUS LIFE SCIENCES LIMITED,A,11354.34,Small Cap,2026-03-13,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,-,2026-03-13,2026-03-13
543330,INE872J01023,DEVYANI,DEVYANI,Devyani International Limited,A,13888.31,Small Cap,2026-03-13,Consumer Discretionary,Consumer Services,Leisure Services,Restaurants,-,2026-03-13,2026-03-13
543332,INE071N01016,EPIGRAL,EPIGRAL,Epigral Limited,A,3793.85,Micro Cap,2026-03-13,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,-,2026-03-13,2026-03-13
543333,INE290S01011,CARTRADE,CARTRADE,CarTrade Tech Limited,A,7953.89,Micro Cap,2026-03-13,Consumer Discretionary,Consumer Services,Retailing,E-Retail/ E-Commerce,-,2026-03-13,2026-03-13
543334,INE118D01016,NUVOCO,NUVOCO,Nuvoco Vistas Corporation Limited,A,10311.1,Micro Cap,2026-03-13,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,-,2026-03-13,2026-03-13
543335,INE852O01025,APTUS,APTUS,Aptus Value Housing Finance India Limited,A,11384.39,Small Cap,2026-03-13,Financial Services,Financial Services,Finance,Housing Finance Company,-,2026-03-13,2026-03-13
543349,INE00FF01025,ACUTAAS,ACUTAAS,ACUTAAS CHEMICALS LIMITED,A,17422.17,Small Cap,2026-03-13,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,-,2026-03-13,2026-03-13
543350,INE043W01024,VIJAYA,VIJAYA,Vijaya Diagnostic Centre Limited,A,9682.34,Micro Cap,2026-03-13,Healthcare,Healthcare,Healthcare Services,Healthcare Service Provider,-,2026-03-13,2026-03-13
543358,INE953O01021,SANSERA,SANSERA,Sansera Engineering Limited,A,12627.17,Small Cap,2026-03-13,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,-,2026-03-13,2026-03-13
543367,INE045601023,PARAS,PARAS,Paras Defence and Space Technologies Limited,A,5246.24,Micro Cap,2026-03-13,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense,-,2026-03-13,2026-03-13
543374,INE404A01024,ABSLAMC,ABSLAMC,Aditya Birla Sun Life AMC Limited,A,28214.36,Small Cap,2026-03-13,Financial Services,Financial Services,Capital Markets,Asset Management Company,-,2026-03-13,2026-03-13
543384,INE388Y01029,NYKAA,NYKAA,FSN E-Commerce Ventures Limited,A,68770.65,Mid Cap,2026-03-13,Consumer Discretionary,Consumer Services,Retailing,E-Retail/ E-Commerce,-,2026-03-13,2026-03-13
543387,INE284S01014,SJS,SJS,S.J.S. Enterprises Limited,A,4988.3,Micro Cap,2026-03-13,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,-,2026-03-13,2026-03-13
543390,INE417T01026,POLICYBZR,POLICYBZR,PB Fintech Limited,A,66991.02,Mid Cap,2026-03-13,Financial Services,Financial Services,Financial Technology (Fintech),Financial Technology (Fintech),-,2026-03-13,2026-03-13
543396,INE982J01020,PAYTM,PAYTM,One 97 Communications Limited,A,63486.13,Mid Cap,2026-03-13,Financial Services,Financial Services,Financial Technology (Fintech),Financial Technology (Fintech),-,2026-03-13,2026-03-13
543397,INE806T01020,SAPPHIRE,SAPPHIRE,Sapphire Foods India Limited,A,5199.98,Micro Cap,2026-03-13,Consumer Discretionary,Consumer Services,Leisure Services,Restaurants,-,2026-03-13,2026-03-13
543398,INE0I7C01011,LATENTVIEW,LATENTVIEW,Latent View Analytics Limited,A,5928.4,Micro Cap,2026-03-13,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,-,2026-03-13,2026-03-13
543412,INE575P01011,STARHEALTH,STARHEALTH,Star Health and Allied Insurance Company Limited,A,27013.39,Small Cap,2026-03-13,Financial Services,Financial Services,Insurance,General Insurance,-,2026-03-13,2026-03-13
543413,INE011K01018,TEGA,TEGA,Tega Industries Limited,A,13363.34,Small Cap,2026-03-13,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,-,2026-03-13,2026-03-13
